avg_corr_mean_std,avg_corr_mean_min,avg_corr_mean_max,median_corr_mean_std,median_corr_mean_min,median_corr_mean_max
0.15130199087193905,0.8891360448973247,0.9777194593724191,0.0012376501442906574,0.9999537316027853,0.9999993909292904
