cluster,F1,F2,F3,F4,F5
0,0.4730533566485747,-0.41097132335421505,0.06049604765435009,-0.0487334542254724,0.11653625460903039
1,-1.8520523520412273,-0.5665758833765316,-0.4375654033838153,-0.0026574681461186667,-0.6615014701451937
2,0.5368429722585044,1.7979414968686511,0.27755988446575974,0.1460415848562001,0.34587477239339914
