cluster,F1,F2,F3,F4,F5
0,0.8155383373045673,-0.7189724838704697,0.08967741241455875,-0.06618125642892743,0.16801938312905706
1,-3.193185258240553,-0.9913013215696921,-0.6502182924795248,-0.0036423708671433313,-0.954678431412912
2,0.9255056205042829,3.145681437528009,0.41305787247702014,0.19838029595399725,0.49958785499510705
