cluster,n_loans,ever_30_rate,ever_60_rate,ever_90_rate,ever_180_rate,terminated_rate,avg_rate,avg_max_upb,avg_amort_ratio
0,41626,0.06433479075577764,0.011387113823091337,0.0062701196367654834,0.002402344688415894,0.215538365444674,2.829711358285687,222597.38695694998,0.4150003131363821
1,164449,0.09369470170083126,0.02929783701937987,0.02058997014271902,0.01083618629483913,0.21303261193439912,4.0617098369062,307071.75981325516,0.27836040033555787
