cluster,n_loans,ever_30_rate,ever_60_rate,ever_90_rate,ever_180_rate,terminated_rate,avg_rate,avg_max_upb,avg_amort_ratio
0,121644,0.10523330373877873,0.03252112722370195,0.023083752589523526,0.012429712932820362,0.2503617112229128,3.260769696568575,298605.6670707968,0.3264160566238179
1,43059,0.06465547272347244,0.012448036415151305,0.007524559325576535,0.003599712023038157,0.22262477066350822,2.8539504633177732,226649.63254069997,0.4196238639871631
2,41372,0.06045151310064778,0.019336749492410325,0.012448032485739148,0.005196751426085275,0.09581359373489316,6.434118824325631,330672.63768418255,0.12751991100324447
